probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,total_detected_samples,total_samples,overall_detection_rate,valid_gene_symbol,reliable_probe
1058352,A_23_P89941,1026,CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",1032.0,19,3700,3702,0.9994597514856834,True,True
1058351,CUST_7968_PI416261804,1027,CDKN3,cyclin-dependent kinase inhibitor 3,1033.0,14,3534,3702,0.9546191247974068,True,True
1058350,CUST_10792_PI416261804,1030,CDO1,"cysteine dioxygenase, type I",1036.0,5,3515,3702,0.9494867639113992,True,True
1058349,A_23_P30294,1030,CDO1,"cysteine dioxygenase, type I",1036.0,5,3698,3702,0.9989195029713668,True,True
1058347,A_23_P125495,1032,CDR1,"cerebellar degeneration-related protein 1, 34kDa",1038.0,X,3206,3702,0.8660183684494868,True,True
1058346,A_24_P938614,1034,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,1040.0,4,3691,3702,0.9970286331712588,True,True
1058345,A_23_P7250,1034,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,1040.0,4,3559,3702,0.9613722312263642,True,True
1058344,A_23_P70520,1035,CDSN,corneodesmosin,1041.0,6,2634,3702,0.7115072933549432,True,True
1058343,A_23_P350396,1035,CDSN,corneodesmosin,1041.0,6,30,3702,0.008103727714748784,True,False
1058342,CUST_9098_PI416261804,1037,CD52,CD52 molecule,1043.0,1,1788,3702,0.4829821717990275,True,False
1058341,A_23_P85800,1037,CD52,CD52 molecule,1043.0,1,3451,3702,0.9321988114532685,True,True
1058340,CUST_12163_PI416261804,1038,CDX1,caudal type homeobox 1,1044.0,5,30,3702,0.008103727714748784,True,False
1058339,A_23_P58788,1038,CDX1,caudal type homeobox 1,1044.0,5,1025,3702,0.2768773635872501,True,False
1058338,CUST_15713_PI416261804,1039,CDX2,caudal type homeobox 2,1045.0,13,47,3702,0.012695840086439762,True,False
1058185,A_23_P144096,1145,CISH,cytokine inducible SH2-containing protein,1154.0,3,3395,3702,0.9170718530524041,True,True
1058184,CUST_5546_PI416261804,1146,TBCB,tubulin folding cofactor B,1155.0,19,3291,3702,0.8889789303079416,True,True
1058183,CUST_11705_PI416261804,1146,TBCB,tubulin folding cofactor B,1155.0,19,1284,3702,0.34683954619124796,True,False
1058182,A_23_P56249,1146,TBCB,tubulin folding cofactor B,1155.0,19,3701,3702,0.9997298757428417,True,True
1058181,CUST_15885_PI416261804,1149,CKM,"creatine kinase, muscle",1158.0,19,2319,3702,0.626418152350081,True,True
1058180,A_23_P50250,1149,CKM,"creatine kinase, muscle",1158.0,19,63,3702,0.017017828200972446,True,False
1058179,A_23_P163235,1150,CKMT1B,"creatine kinase, mitochondrial 1B",1159.0,15,3688,3702,0.9962182603997839,True,True
1058178,CUST_352_PI417507815,1152,ERCC8,"excision repair cross-complementing rodent repair deficiency, complementation group 8",1161.0,5,3598,3702,0.9719070772555376,True,True
1058177,A_23_P58521,1152,ERCC8,"excision repair cross-complementing rodent repair deficiency, complementation group 8",1161.0,5,2609,3702,0.7047541869259859,True,True
1058176,CUST_7595_PI416261804,1155,CKS2,CDC28 protein kinase regulatory subunit 2,1164.0,9,3569,3702,0.9640734737979471,True,True
1058175,A_23_P71727,1155,CKS2,CDC28 protein kinase regulatory subunit 2,1164.0,9,3680,3702,0.9940572663425176,True,True
1058174,A_23_P157404,1165,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",1174.0,7,3442,3702,0.9297676931388439,True,True
1058173,A_24_P63950,1165,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",1174.0,7,2544,3702,0.6871961102106969,True,True
1058172,CUST_7656_PI416261804,1169,CLC,Charcot-Leyden crystal protein,1178.0,19,80,3702,0.021609940572663425,True,False
1058171,A_23_P101683,1169,CLC,Charcot-Leyden crystal protein,1178.0,19,51,3702,0.013776337115072933,True,False
1058170,CUST_15250_PI416261804,1171,CLCN1,"chloride channel, voltage-sensitive 1",1180.0,7,21,3702,0.005672609400324149,True,False
1058169,A_23_P59772,1171,CLCN1,"chloride channel, voltage-sensitive 1",1180.0,7,2549,3702,0.6885467314964884,True,True
1058168,CUST_14615_PI416261804,1172,CLCN2,"chloride channel, voltage-sensitive 2",1181.0,3,3266,3702,0.8822258238789843,True,True
1058167,A_23_P132845,1172,CLCN2,"chloride channel, voltage-sensitive 2",1181.0,3,2973,3702,0.8030794165316045,True,True
1058166,CUST_13383_PI416261804,1174,CLCN4,"chloride channel, voltage-sensitive 4",1183.0,X,3285,3702,0.8873581847649918,True,True
1058165,CUST_180_PI416408490,1174,CLCN4,"chloride channel, voltage-sensitive 4",1183.0,X,3700,3702,0.9994597514856834,True,True
1058164,A_23_P217741,1174,CLCN4,"chloride channel, voltage-sensitive 4",1183.0,X,3696,3702,0.9983792544570502,True,True
1058163,CUST_743_PI416573500,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,3423,3702,0.9246353322528363,True,True
1058162,CUST_770_PI416379584,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,2901,3702,0.7836304700162074,True,True
1058161,CUST_742_PI416573500,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,3123,3702,0.8435980551053485,True,True
1058160,CUST_182_PI416408490,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,3687,3702,0.9959481361426256,True,True
1058159,A_23_P200361,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,2932,3702,0.7920043219881145,True,True
1058158,A_24_P302374,1176,CLCN6,"chloride channel, voltage-sensitive 6",1185.0,1,3700,3702,0.9994597514856834,True,True
1058157,A_23_P149270,1179,CLCNKB,"chloride channel, voltage-sensitive Kb",1188.0,1,518,3702,0.13992436520799567,True,False
1058156,A_24_P224966,1179,CLCNKB,"chloride channel, voltage-sensitive Kb",1188.0,1,1030,3702,0.2782279848730416,True,False
1058155,CUST_13589_PI416261804,1183,CLIC1,chloride intracellular channel 1,1192.0,6,3125,3702,0.844138303619665,True,True
1058154,A_23_P30884,1183,CLIC1,chloride intracellular channel 1,1192.0,6,3542,3702,0.9567801188546732,True,True
1058153,CUST_14459_PI416261804,1191,TPP1,tripeptidyl peptidase I,1200.0,11,2866,3702,0.7741761210156672,True,True
1058152,A_24_P38815,1191,TPP1,tripeptidyl peptidase I,1200.0,11,3694,3702,0.9978390059427337,True,True
1058151,A_24_P270357,1194,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203.0,13,1376,3702,0.3716909778498109,True,False
1058150,A_23_P117286,1194,CLN5,"ceroid-lipofuscinosis, neuronal 5",1203.0,13,3581,3702,0.9673149648838466,True,True
1058149,CUST_10613_PI416261804,1198,CLNS1A,"chloride channel, nucleotide-sensitive, 1A",1207.0,11,3693,3702,0.9975688816855753,True,True
1058148,A_23_P127995,1198,CLNS1A,"chloride channel, nucleotide-sensitive, 1A",1207.0,11,3700,3702,0.9994597514856834,True,True
1058147,CUST_6858_PI416261804,1199,CLPS,"colipase, pancreatic",1208.0,6,31,3702,0.008373851971907077,True,False
1058146,A_23_P8142,1199,CLPS,"colipase, pancreatic",1208.0,6,3263,3702,0.8814154511075094,True,True
1058145,CUST_10906_PI416261804,1200,CLPTM1,cleft lip and palate associated transmembrane protein 1,1209.0,19,3421,3702,0.9240950837385197,True,True
1058144,A_23_P50241,1200,CLPTM1,cleft lip and palate associated transmembrane protein 1,1209.0,19,3386,3702,0.9146407347379795,True,True
1058143,CUST_9320_PI416261804,1203,CLTB,"clathrin, light chain B",1212.0,5,3700,3702,0.9994597514856834,True,True
1058142,A_23_P60610,1203,CLTB,"clathrin, light chain B",1212.0,5,3699,3702,0.9991896272285251,True,True
1058141,CUST_9107_PI416261804,1204,CLTC,"clathrin, heavy chain (Hc)",1213.0,17,3684,3702,0.9951377633711507,True,True
1058140,A_23_P118544,1204,CLTC,"clathrin, heavy chain (Hc)",1213.0,17,3700,3702,0.9994597514856834,True,True
1058139,CUST_14261_PI416261804,1206,CMA1,"chymase 1, mast cell",1215.0,14,34,3702,0.009184224743381956,True,False
1058138,A_23_P151778,1206,CMA1,"chymase 1, mast cell",1215.0,14,9,3702,0.0024311183144246355,True,False
1058137,A_23_P6849,1221,CCR1,chemokine (C-C motif) receptor 1,1230.0,3,42,3702,0.011345218800648298,True,False
1058136,A_24_P148717,1221,CCR1,chemokine (C-C motif) receptor 1,1230.0,3,2306,3702,0.6229065370070233,True,True
1058135,A_24_P367481,1223,CCR3,chemokine (C-C motif) receptor 3,1232.0,3,35,3702,0.00945434900054025,True,False
1058134,CUST_12449_PI416261804,1224,CCR4,chemokine (C-C motif) receptor 4,1233.0,3,96,3702,0.02593192868719611,True,False
1058133,A_23_P72989,1224,CCR4,chemokine (C-C motif) receptor 4,1233.0,3,10,3702,0.002701242571582928,True,False
1058132,CUST_15546_PI416261804,1225,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene),1234.0,3,7,3702,0.0018908698001080498,True,False
1058131,CUST_13489_PI416261804,1226,CCR6,chemokine (C-C motif) receptor 6,1235.0,6,121,3702,0.03268503511615343,True,False
1058130,CUST_13492_PI416261804,1226,CCR6,chemokine (C-C motif) receptor 6,1235.0,6,162,3702,0.04376012965964344,True,False
1058129,A_24_P234921,1226,CCR6,chemokine (C-C motif) receptor 6,1235.0,6,96,3702,0.02593192868719611,True,False
1058128,CUST_13329_PI416261804,1227,CCR7,chemokine (C-C motif) receptor 7,1236.0,17,3303,3702,0.8922204213938412,True,True
1058127,A_23_P343398,1227,CCR7,chemokine (C-C motif) receptor 7,1236.0,17,219,3702,0.05915721231766612,True,False
1058126,CUST_12770_PI416261804,1228,CCR8,chemokine (C-C motif) receptor 8,1237.0,3,40,3702,0.010804970286331712,True,False
1058125,A_23_P69012,1228,CCR8,chemokine (C-C motif) receptor 8,1237.0,3,27,3702,0.007293354943273906,True,False
1058124,CUST_13516_PI416261804,1229,CCBP2,chemokine binding protein 2,1238.0,3,1969,3702,0.5318746623446785,True,True
1058123,A_23_P91954,1229,CCBP2,chemokine binding protein 2,1238.0,3,106,3702,0.02863317125877904,True,False
1058122,A_23_P121030,1232,LTB4R,leukotriene B4 receptor,1241.0,14,3643,3702,0.9840626688276607,True,True
1058121,A_24_P137461,1232,LTB4R,leukotriene B4 receptor,1241.0,14,24,3702,0.006482982171799027,True,False
1058120,CUST_14376_PI416261804,1232,LTB4R,leukotriene B4 receptor,1241.0,14,9,3702,0.0024311183144246355,True,False
1058119,A_23_P44569,1235,ABCC2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",1244.0,10,83,3702,0.022420313344138302,True,False
1058118,A_23_P158976,1235,ABCC2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",1244.0,10,64,3702,0.01728795245813074,True,False
1058117,CUST_145_PI416573500,1251,CNGA2,cyclic nucleotide gated channel alpha 2,1260.0,X,4,3702,0.0010804970286331713,True,False
1058116,CUST_192_PI416408490,1251,CNGA2,cyclic nucleotide gated channel alpha 2,1260.0,X,20,3702,0.005402485143165856,True,False
1058115,CUST_150_PI416379584,1251,CNGA2,cyclic nucleotide gated channel alpha 2,1260.0,X,33,3702,0.008914100486223663,True,False
1058111,A_23_P125233,1255,CNN1,"calponin 1, basic, smooth muscle",1264.0,19,3436,3702,0.9281469475958941,True,True
1058110,A_23_P138168,1257,CNN3,"calponin 3, acidic",1266.0,1,3699,3702,0.9991896272285251,True,True
1058109,A_32_P200970,1257,CNN3,"calponin 3, acidic",1266.0,1,3691,3702,0.9970286331712588,True,True
1058108,CUST_16336_PI416261804,1260,CNR2,cannabinoid receptor 2 (macrophage),1269.0,1,3699,3702,0.9991896272285251,True,True
1058107,A_23_P310931,1260,CNR2,cannabinoid receptor 2 (macrophage),1269.0,1,648,3702,0.17504051863857376,True,False
1058106,CUST_13107_PI416261804,1261,CNTF,ciliary neurotrophic factor,1270.0,11,69,3702,0.018638573743922204,True,False
1058105,A_23_P36100,1261,CNTF,ciliary neurotrophic factor,1270.0,11,76,3702,0.020529443544030253,True,False
1058104,CUST_11199_PI416261804,1263,CNTN1,contactin 1,1272.0,12,3696,3702,0.9983792544570502,True,True
1058103,A_23_P390700,1263,CNTN1,contactin 1,1272.0,12,3693,3702,0.9975688816855753,True,True
1058102,CUST_1397_PI416573500,1268,COL1A1,"collagen, type I, alpha 1",1277.0,17,1099,3702,0.2968665586169638,True,False
1058101,CUST_1441_PI416379584,1268,COL1A1,"collagen, type I, alpha 1",1277.0,17,874,3702,0.2360886007563479,True,False
1058100,A_24_P265274,1269,COL1A2,"collagen, type I, alpha 2",1278.0,7,595,3702,0.16072393300918422,True,False
1058099,A_24_P277934,1269,COL1A2,"collagen, type I, alpha 2",1278.0,7,3692,3702,0.9972987574284171,True,True
1058097,CUST_15505_PI416261804,1271,COL2A1,"collagen, type II, alpha 1",1280.0,12,41,3702,0.011075094543490005,True,False
1058096,A_23_P500464,1271,COL2A1,"collagen, type II, alpha 1",1280.0,12,67,3702,0.018098325229605618,True,False
1058095,A_24_P402242,1272,COL3A1,"collagen, type III, alpha 1",1281.0,2,143,3702,0.03862776877363587,True,False
1058094,A_32_P226656,1272,COL3A1,"collagen, type III, alpha 1",1281.0,2,15,3702,0.004051863857374392,True,False
1058093,A_23_P142533,1272,COL3A1,"collagen, type III, alpha 1",1281.0,2,954,3702,0.2576985413290113,True,False
1058092,A_24_P935491,1272,COL3A1,"collagen, type III, alpha 1",1281.0,2,32,3702,0.00864397622906537,True,False
1058091,A_24_P68342,1273,COL4A1,"collagen, type IV, alpha 1",1282.0,13,289,3702,0.07806591031874663,True,False
1058090,A_32_P110942,1273,COL4A1,"collagen, type IV, alpha 1",1282.0,13,25,3702,0.00675310642895732,True,False
1058089,A_23_P65240,1273,COL4A1,"collagen, type IV, alpha 1",1282.0,13,3649,3702,0.9856834143706105,True,True
1058088,CUST_9239_PI416261804,1275,COL4A2,"collagen, type IV, alpha 2",1284.0,13,1307,3702,0.35305240410588873,True,False
1058087,A_23_P205031,1275,COL4A2,"collagen, type IV, alpha 2",1284.0,13,3700,3702,0.9994597514856834,True,True
1058086,A_24_P308469,1276,COL4A3,"collagen, type IV, alpha 3 (Goodpasture antigen)",1285.0,2,1151,3702,0.310913019989195,True,False
1058085,CUST_12015_PI416261804,1277,COL4A4,"collagen, type IV, alpha 4",1286.0,2,246,3702,0.06645056726094004,True,False
1058084,A_23_P254522,1277,COL4A4,"collagen, type IV, alpha 4",1286.0,2,3066,3702,0.8282009724473258,True,True
1058083,CUST_6493_PI416261804,1279,COL4A6,"collagen, type IV, alpha 6",1288.0,X,26,3702,0.007023230686115613,True,False
1058082,A_23_P217379,1279,COL4A6,"collagen, type IV, alpha 6",1288.0,X,130,3702,0.03511615343057806,True,False
1058081,A_32_P218734,1281,COL5A2,"collagen, type V, alpha 2",1290.0,2,1727,3702,0.46650459211237166,True,False
1058080,A_23_P10391,1281,COL5A2,"collagen, type V, alpha 2",1290.0,2,2325,3702,0.6280388978930308,True,True
1058079,A_23_P33196,1281,COL5A2,"collagen, type V, alpha 2",1290.0,2,3354,3702,0.9059967585089141,True,True
1058078,A_32_P156322,1284,COL6A3,"collagen, type VI, alpha 3",1293.0,2,68,3702,0.018368449486763912,True,False
1058077,A_23_P144071,1285,COL7A1,"collagen, type VII, alpha 1",1294.0,3,3126,3702,0.8444084278768234,True,True
1058076,CUST_13605_PI416261804,1287,COL8A2,"collagen, type VIII, alpha 2",1296.0,1,494,3702,0.13344138303619665,True,False
1058075,A_24_P365975,1287,COL8A2,"collagen, type VIII, alpha 2",1296.0,1,1962,3702,0.5299837925445705,True,True
1058074,CUST_79_PI417507815,1288,COL9A1,"collagen, type IX, alpha 1",1297.0,6,3135,3702,0.846839546191248,True,True
1058073,A_24_P311856,1288,COL9A1,"collagen, type IX, alpha 1",1297.0,6,3626,3702,0.9794705564559697,True,True
1058072,CUST_10863_PI416261804,1289,COL9A2,"collagen, type IX, alpha 2",1298.0,1,3652,3702,0.9864937871420854,True,True
1058071,A_23_P45786,1289,COL9A2,"collagen, type IX, alpha 2",1298.0,1,3679,3702,0.9937871420853592,True,True
1058070,CUST_10961_PI416261804,1290,COL9A3,"collagen, type IX, alpha 3",1299.0,20,3395,3702,0.9170718530524041,True,True
1058652,A_23_P4096,758,CA4,carbonic anhydrase IV,762.0,17,3523,3702,0.9516477579686656,True,True
1058651,A_24_P540057,759,CA5A,"carbonic anhydrase VA, mitochondrial",763.0,16,813,3702,0.21961102106969205,True,False
1058650,CUST_7819_PI416261804,759,CA5A,"carbonic anhydrase VA, mitochondrial",763.0,16,155,3702,0.041869259859535386,True,False
1058649,A_23_P95683,759,CA5A,"carbonic anhydrase VA, mitochondrial",763.0,16,2424,3702,0.6547811993517018,True,True
1058648,CUST_13163_PI416261804,761,CA6,carbonic anhydrase VI,765.0,1,11,3702,0.002971366828741221,True,False
1058647,A_24_P376760,761,CA6,carbonic anhydrase VI,765.0,1,41,3702,0.011075094543490005,True,False
1058646,CUST_14264_PI416261804,763,CA8,carbonic anhydrase VIII,767.0,8,3667,3702,0.9905456509994598,True,True
1058645,A_23_P83838,763,CA8,carbonic anhydrase VIII,767.0,8,3688,3702,0.9962182603997839,True,True
1058644,CUST_12862_PI416261804,764,CA9,carbonic anhydrase IX,768.0,9,110,3702,0.02971366828741221,True,False
1058643,A_23_P157793,764,CA9,carbonic anhydrase IX,768.0,9,394,3702,0.10642895732036736,True,False
1058642,CUST_5092_PI416261804,766,CA11,carbonic anhydrase XI,770.0,19,3662,3702,0.9891950297136682,True,True
1058641,A_23_P78782,766,CA11,carbonic anhydrase XI,770.0,19,3662,3702,0.9891950297136682,True,True
1058640,A_24_P367289,776,DDR1,discoidin domain receptor tyrosine kinase 1,780.0,6,3538,3702,0.95569962182604,True,True
1058639,A_23_P93311,776,DDR1,discoidin domain receptor tyrosine kinase 1,780.0,6,3688,3702,0.9962182603997839,True,True
1058638,A_24_P123601,776,DDR1,discoidin domain receptor tyrosine kinase 1,780.0,6,3702,3702,1.0,True,True
1058637,CUST_132_PI416408490,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17,3416,3702,0.9227444624527282,True,True
1058636,CUST_1079_PI416261804,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17,3584,3702,0.9681253376553215,True,True
1058635,A_24_P190190,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17,3699,3702,0.9991896272285251,True,True
1058634,A_23_P405754,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17,3700,3702,0.9994597514856834,True,True
1058633,A_24_P91165,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17,3664,3702,0.9897352782279849,True,True
1058632,A_23_P371794,780,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",784.0,12,3700,3702,0.9994597514856834,True,True
1058631,CUST_133_PI416408490,780,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",784.0,12,2439,3702,0.6588330632090762,True,True
1058630,A_23_P204016,780,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",784.0,12,3646,3702,0.9848730415991356,True,True
1058629,CUST_1392_PI416261804,782,CACNG1,"calcium channel, voltage-dependent, gamma subunit 1",786.0,17,3607,3702,0.9743381955699622,True,True
1058628,CUST_135_PI416408490,782,CACNG1,"calcium channel, voltage-dependent, gamma subunit 1",786.0,17,63,3702,0.017017828200972446,True,False
1058627,A_23_P89302,782,CACNG1,"calcium channel, voltage-dependent, gamma subunit 1",786.0,17,1665,3702,0.4497568881685575,True,False
1058626,CUST_6932_PI416261804,784,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",788.0,3,269,3702,0.07266342517558076,True,False
1058625,A_23_P72025,784,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",788.0,3,3286,3702,0.8876283090221502,True,True
1058624,CUST_9008_PI416261804,786,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",790.0,2,3155,3702,0.8522420313344138,True,True
1058623,A_23_P40049,786,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",790.0,2,3451,3702,0.9321988114532685,True,True
1058622,CUST_140_PI416408490,789,CALB1,"calbindin 1, 28kDa",793.0,8,3238,3702,0.8746623446785521,True,True
1058621,CUST_16773_PI416261804,789,CALB1,"calbindin 1, 28kDa",793.0,8,3405,3702,0.919773095623987,True,True
1058620,A_23_P43197,789,CALB1,"calbindin 1, 28kDa",793.0,8,3436,3702,0.9281469475958941,True,True
1058619,CUST_14719_PI416261804,790,CALB2,calbindin 2,794.0,16,3689,3702,0.9964883846569422,True,True
1058618,CUST_2020_PI416261804,791,S100G,S100 calcium binding protein G,795.0,X,12,3702,0.0032414910858995136,True,False
1058617,A_23_P44996,791,S100G,S100 calcium binding protein G,795.0,X,60,3702,0.01620745542949757,True,False
1058616,CUST_10011_PI416261804,793,CALCB,calcitonin-related polypeptide beta,797.0,11,847,3702,0.228795245813074,True,False
1058615,CUST_16112_PI416261804,795,CALCR,calcitonin receptor,799.0,7,206,3702,0.05564559697460832,True,False
1058602,A_24_P610375,807,CALR,calreticulin,811.0,19,458,3702,0.12371690977849811,True,False
