gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
SRFBP1,1034255,CUST_5652_PI416261804,81123,serum response factor binding protein 1,153443.0,5,0.9940572663425176,3680,3702
SRGAP1,1040611,A_23_P162449,36795,SLIT-ROBO Rho GTPase activating protein 1,57522.0,12,0.9924365207995678,3674,3702
SRGAP2,1027883,CUST_2615_PI416261804,23135,SLIT-ROBO Rho GTPase activating protein 2,23380.0,1,0.9997298757428417,3701,3702
SRGAP2C,1067960,A_24_P357869,150620,SLIT-ROBO Rho GTPase activating protein 2C,653464.0,1,0.9959481361426256,3687,3702
SRGAP3,1021948,CUST_7342_PI416261804,9757,SLIT-ROBO Rho GTPase activating protein 3,9901.0,3,0.9735278227984873,3604,3702
SRGN,1052734,A_23_P86653,5520,serglycin,5552.0,10,0.9951377633711507,3684,3702
SRI,1024898,A_23_P59718,6677,sorcin,6717.0,7,0.9994597514856834,3700,3702
SRL,1010318,CUST_533_PI416379584,6310,sarcalumenin,6345.0,16,0.6012965964343598,2226,3702
SRM,1051148,A_23_P74269,6683,spermidine synthase,6723.0,1,0.9851431658562939,3647,3702
SRP14,1051144,A_23_P14876,6687,signal recognition particle 14kDa (homologous Alu RNA binding protein),6727.0,15,1.0,3702,3702
SRP14P1,1031309,A_24_P188975,123808,signal recognition particle 14kDa (homologous Alu RNA binding protein) pseudogene 1,390284.0,12,0.9994597514856834,3700,3702
SRP19,1051143,A_24_P388810,6688,signal recognition particle 19kDa,6728.0,5,0.9986493787142086,3697,3702
SRP54,1012558,CUST_13699_PI416261804,6689,signal recognition particle 54kDa,6729.0,14,0.998109130199892,3695,3702
SRP68,1051141,A_23_P118353,6690,signal recognition particle 68kDa,6730.0,17,0.979740680713128,3627,3702
SRP72,1051138,A_23_P337201,6691,signal recognition particle 72kDa,6731.0,4,0.9994597514856834,3700,3702
SRP9,1013367,A_23_P45934,6686,signal recognition particle 9kDa,6726.0,1,0.9991896272285251,3699,3702
SRPK1,1051136,A_23_P19543,6692,SRSF protein kinase 1,6732.0,6,0.9970286331712588,3691,3702
SRPK2,1030061,A_23_P215599,6693,SRSF protein kinase 2,6733.0,7,1.0,3702,3702
SRPK3,1044811,A_23_P125772,26323,SRSF protein kinase 3,26576.0,X,0.9286871961102107,3438,3702
SRPR,1051134,A_24_P321369,6694,signal recognition particle receptor (docking protein),6734.0,11,0.9989195029713668,3698,3702
SRPRB,1040346,A_23_P80773,37291,"signal recognition particle receptor, B subunit",58477.0,3,0.9989195029713668,3698,3702
SRPX,1049740,A_23_P96383,8348,"sushi-repeat containing protein, X-linked",8406.0,X,0.8749324689357104,3239,3702
SRR,1040145,A_23_P141248,40469,serine racemase,63826.0,17,0.9608319827120475,3557,3702
SRRD,1028998,A_24_P288954,125861,SRR1 domain containing,402055.0,22,0.97784981091302,3620,3702
SRRM1,1047640,A_24_P11131,10104,serine/arginine repetitive matrix 1,10250.0,1,0.9997298757428417,3701,3702
SRRM2,1045603,A_23_P323166,23279,serine/arginine repetitive matrix 2,23524.0,16,0.9991896272285251,3699,3702
SRRT,1015662,A_23_P111481,31073,serrate RNA effector molecule homolog (Arabidopsis),51593.0,7,0.9997298757428417,3701,3702
SRSF1,1020372,A_23_P49517,6390,serine/arginine-rich splicing factor 1,6426.0,17,0.9994597514856834,3700,3702
SRSF3,1051669,A_23_P413761,6392,serine/arginine-rich splicing factor 3,6428.0,6,0.9994597514856834,3700,3702
SRSF8,1046804,A_32_P17635,10771,serine/arginine-rich splicing factor 8,10929.0,11,0.998109130199892,3695,3702
SS18,1026304,A_24_P384851,6720,"synovial sarcoma translocation, chromosome 18",6760.0,18,0.9962182603997839,3688,3702
SS18L1,1029876,A_32_P139654,25788,synovial sarcoma translocation gene on chromosome 18-like 1,26039.0,20,0.995407887628309,3685,3702
SS18L2,1043662,A_23_P166698,30670,synovial sarcoma translocation gene on chromosome 18-like 2,51188.0,3,1.0,3702,3702
SSB,1051127,CUST_14601_PI416261804,6701,Sjogren syndrome antigen B (autoantigen La),6741.0,2,1.0,3702,3702
SSBP1,1051124,CUST_15014_PI416261804,6702,"single-stranded DNA binding protein 1, mitochondrial",6742.0,7,0.9994597514856834,3700,3702
SSBP2,1045474,A_23_P33791,23388,single-stranded DNA binding protein 2,23635.0,5,0.9994597514856834,3700,3702
SSBP3,1028047,A_23_P500333,23401,single stranded DNA binding protein 3,23648.0,1,0.9497568881685575,3516,3702
SSBP4,1028362,A_24_P159916,81785,single stranded DNA binding protein 4,170463.0,19,0.9989195029713668,3698,3702
SSFA2,1017392,A_23_P102060,6704,sperm specific antigen 2,6744.0,2,1.0,3702,3702
SSH1,1042941,A_23_P429560,33725,slingshot homolog 1 (Drosophila),54434.0,12,0.9994597514856834,3700,3702
SSH2,1037036,A_23_P118712,59619,slingshot homolog 2 (Drosophila),85464.0,17,0.8908698001080497,3298,3702
SSH3,1042453,A_24_P266734,34250,slingshot homolog 3 (Drosophila),54961.0,11,0.9970286331712588,3691,3702
SSNA1,1049492,A_24_P303915,8567,Sjogren syndrome nuclear autoantigen 1,8636.0,9,0.9986493787142086,3697,3702
SSPN,1019931,A_23_P203920,8031,sarcospan,8082.0,12,0.9991896272285251,3699,3702
SSR1,1051120,A_32_P89755,6705,"signal sequence receptor, alpha",6745.0,6,0.9986493787142086,3697,3702
SSR2,1051114,A_23_P126474,6706,"signal sequence receptor, beta (translocon-associated protein beta)",6746.0,1,0.9994597514856834,3700,3702
SSR3,1051111,A_24_P319942,6707,"signal sequence receptor, gamma (translocon-associated protein gamma)",6747.0,3,0.9881145326850351,3658,3702
SSR4,1051109,A_23_P259172,6708,"signal sequence receptor, delta",6748.0,X,0.9994597514856834,3700,3702
SSR4P1,1015679,A_23_P143514,169944,"signal sequence receptor, delta pseudogene 1",728039.0,21,0.784170718530524,2903,3702
SSRP1,1051107,A_23_P36076,6709,structure specific recognition protein 1,6749.0,11,0.9994597514856834,3700,3702
SSSCA1,1047285,A_23_P98261,10387,Sjogren syndrome/scleroderma autoantigen 1,10534.0,11,0.9989195029713668,3698,3702
SST,1025754,CUST_14458_PI416261804,6710,somatostatin,6750.0,3,0.9997298757428417,3701,3702
SSTR1,1051105,A_24_P244706,6711,somatostatin receptor 1,6751.0,14,0.9359805510534847,3465,3702
SSTR2,1051103,A_23_P38630,6712,somatostatin receptor 2,6752.0,17,0.9883846569421935,3659,3702
SSTR3,1051102,CUST_12075_PI416261804,6713,somatostatin receptor 3,6753.0,22,0.9994597514856834,3700,3702
SSTR4,1051100,CUST_9787_PI416261804,6714,somatostatin receptor 4,6754.0,20,0.6753106428957321,2500,3702
SSU72,1044301,A_23_P63289,28837,SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae),29101.0,1,1.0,3702,3702
SSU72P8,1022520,CUST_3898_PI416261804,79664,SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) pseudogene 8,136157.0,7,0.6034575904916262,2234,3702
SSX2B,1021352,A_24_P59220,170935,"synovial sarcoma, X breakpoint 2B",727837.0,X,0.9994597514856834,3700,3702
SSX2IP,1035977,CUST_7414_PI416261804,78473,"synovial sarcoma, X breakpoint 2 interacting protein",117178.0,1,0.9570502431118314,3543,3702
SSX5,1051095,A_23_P84359,6718,"synovial sarcoma, X breakpoint 5",6758.0,X,0.7539168017287953,2791,3702
ST13,1051091,A_32_P156892,6727,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767.0,22,0.9994597514856834,3700,3702
ST13P1,1010680,A_23_P68949,171618,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1,729992.0,2,0.9994597514856834,3700,3702
ST13P18,1018390,A_32_P126338,167826,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18,643310.0,X,0.9994597514856834,3700,3702
ST13P2,1018171,A_24_P24912,110112,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2,344328.0,2,0.9991896272285251,3699,3702
ST13P4,1026088,A_32_P44512,80413,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4,145165.0,13,0.9951377633711507,3684,3702
ST14,1051087,A_23_P47282,6728,suppression of tumorigenicity 14 (colon carcinoma),6768.0,11,0.9991896272285251,3699,3702
ST18,1048244,A_23_P31858,9561,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),9705.0,8,0.9489465153970826,3513,3702
ST20,1016483,A_23_P321703,125106,suppressor of tumorigenicity 20,400410.0,15,0.9972987574284171,3692,3702
ST3GAL1,1029512,A_23_P31893,6446,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",6482.0,8,0.9883846569421935,3659,3702
ST3GAL2,1051610,A_24_P48177,6447,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",6483.0,16,0.9746083198271205,3608,3702
ST3GAL3,1030026,A_23_P200999,6451,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",6487.0,1,0.9978390059427337,3694,3702
ST3GAL4,1051608,CUST_5789_PI416261804,6448,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",6484.0,11,0.8114532685035116,3004,3702
ST3GAL5,1020930,A_23_P136573,8790,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869.0,2,0.9994597514856834,3700,3702
ST3GAL6,1047457,A_23_P250800,10255,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",10402.0,3,0.9875742841707186,3656,3702
ST5,1051093,A_23_P24884,6724,suppression of tumorigenicity 5,6764.0,11,0.9894651539708266,3663,3702
ST6GAL1,1051611,A_24_P388528,6444,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1",6480.0,3,0.9943273905996759,3681,3702
ST6GAL2,1020746,A_23_P429425,58819,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2",84620.0,2,0.9141004862236629,3384,3702
ST6GALNAC1,1041553,A_23_P54968,35097,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",55808.0,17,0.9646137223122636,3571,3702
ST6GALNAC3,1018071,CUST_1319_PI416573500,90352,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",256435.0,1,0.9972987574284171,3692,3702
ST6GALNAC4,1023531,A_23_P94736,26835,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",27090.0,9,0.9783900594273366,3622,3702
ST6GALNAC5,1038220,A_23_P33093,57529,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",81849.0,1,0.9532685035116153,3529,3702
ST6GALNAC6,1044062,A_23_P315892,29806,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",30815.0,9,0.9991896272285251,3699,3702
ST7,1050020,A_24_P141019,7936,suppression of tumorigenicity 7,7982.0,7,0.9127498649378715,3379,3702
ST7-AS1,1025058,A_32_P181297,60307,ST7 antisense RNA 1 (non-protein coding),93653.0,7,0.9292274446245273,3440,3702
ST7L,1031014,CUST_5711_PI416261804,34168,suppression of tumorigenicity 7 like,54879.0,1,0.9824419232847109,3637,3702
ST8SIA1,1051606,A_23_P354705,6453,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",6489.0,12,0.9927066450567261,3675,3702
ST8SIA2,1049957,A_23_P117805,8077,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",8128.0,15,0.8444084278768234,3126,3702
ST8SIA3,1043847,A_32_P154021,30528,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",51046.0,18,0.9991896272285251,3699,3702
ST8SIA4,1050060,A_23_P361984,7857,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",7903.0,5,0.7328471096704484,2713,3702
ST8SIA5,1044192,A_23_P379789,29640,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",29906.0,18,0.9897352782279849,3664,3702
STAB1,1045970,A_23_P32500,22921,stabilin 1,23166.0,3,0.6728795245813074,2491,3702
STAC2,1031901,A_32_P152195,110003,SH3 and cysteine rich domain 2,342667.0,17,0.9854132901134521,3648,3702
STAG1,1047605,A_23_P357365,10128,stromal antigen 1,10274.0,3,0.9113992436520799,3374,3702
STAG2,1047023,A_24_P66125,10577,stromal antigen 2,10735.0,X,0.9964883846569422,3689,3702
STAG3,1047025,A_23_P145657,10576,stromal antigen 3,10734.0,7,0.9249054565099946,3424,3702
STAG3L1,1042933,A_32_P45894,33732,stromal antigen 3-like 1,54441.0,7,0.9986493787142086,3697,3702
STAG3L2,1028933,A_32_P170749,135520,stromal antigen 3-like 2,442582.0,7,1.0,3702,3702
STAG3L4,1018587,A_23_P111480,41464,stromal antigen 3-like 4,64940.0,7,0.9262560777957861,3429,3702
STAM,1050006,CUST_15342_PI416261804,7979,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,8027.0,10,0.986223662884927,3651,3702
STAM2,1047634,A_23_P209215,10108,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,10254.0,2,0.9959481361426256,3687,3702
STAMBP,1025941,CUST_8900_PI416261804,10470,STAM binding protein,10617.0,2,0.9967585089141004,3690,3702
STAMBPL1,1040571,A_23_P385322,36832,STAM binding protein-like 1,57559.0,10,0.9208535926526202,3409,3702
STAP2,1024582,A_23_P382188,34909,signal transducing adaptor family member 2,55620.0,19,0.7571582928146947,2803,3702
STAR,1025988,A_23_P8981,6730,steroidogenic acute regulatory protein,6770.0,8,0.9897352782279849,3664,3702
STARD10,1046939,A_23_P36345,10651,StAR-related lipid transfer (START) domain containing 10,10809.0,11,0.9662344678552134,3577,3702
STARD13,1025492,A_23_P342727,59948,StAR-related lipid transfer (START) domain containing 13,90627.0,13,0.9918962722852512,3672,3702
STARD3,1046780,A_23_P118451,10790,StAR-related lipid transfer (START) domain containing 3,10948.0,17,0.8992436520799568,3329,3702
STARD3NL,1037949,A_23_P70938,58147,STARD3 N-terminal like,83930.0,7,0.9997298757428417,3701,3702
STARD4,1035178,CUST_6783_PI416261804,79601,StAR-related lipid transfer (START) domain containing 4,134429.0,5,0.9870340356564019,3654,3702
STARD5,1026502,A_23_P158880,56539,StAR-related lipid transfer (START) domain containing 5,80765.0,15,0.7042139384116693,2607,3702
STARD7,1041110,A_23_P120237,36189,StAR-related lipid transfer (START) domain containing 7,56910.0,2,0.9997298757428417,3701,3702
STARD8,1010790,A_23_P387630,9610,StAR-related lipid transfer (START) domain containing 8,9754.0,X,0.9948676391139925,3683,3702
STARD9,1010907,A_32_P130641,36792,StAR-related lipid transfer (START) domain containing 9,57519.0,15,0.9859535386277688,3650,3702
STAT1,1051082,A_24_P274270,6732,"signal transducer and activator of transcription 1, 91kDa",6772.0,2,0.9991896272285251,3699,3702
STAT2,1051079,A_32_P156746,6733,"signal transducer and activator of transcription 2, 113kDa",6773.0,12,0.9316585629389519,3449,3702
STAT3,1023288,A_23_P107206,6734,signal transducer and activator of transcription 3 (acute-phase response factor),6774.0,17,0.9338195569962182,3457,3702
STAT4,1051077,A_23_P68031,6735,signal transducer and activator of transcription 4,6775.0,2,0.9432739059967585,3492,3702
STAT5A,1051075,A_23_P207367,6736,signal transducer and activator of transcription 5A,6776.0,17,0.531334413830362,1967,3702
STAT5B,1051073,A_23_P100788,6737,signal transducer and activator of transcription 5B,6777.0,17,0.9978390059427337,3694,3702
STAT6,1051071,A_23_P47879,6738,"signal transducer and activator of transcription 6, interleukin-4 induced",6778.0,12,0.9775796866558617,3619,3702
STAU1,1022783,A_23_P57059,6740,"staufen, RNA binding protein, homolog 1 (Drosophila)",6780.0,20,0.9994597514856834,3700,3702
STAU2,1044689,A_32_P649,26812,"staufen, RNA binding protein, homolog 2 (Drosophila)",27067.0,8,0.9994597514856834,3700,3702
STBD1,1049119,CUST_6203_PI416261804,8879,starch binding domain 1,8987.0,4,0.81172339276067,3005,3702
STC2,1049513,A_23_P110686,8547,stanniocalcin 2,8614.0,5,0.5148568341437061,1906,3702
STEAP2,1021675,A_23_P428260,92201,"STEAP family member 2, metalloreductase",261729.0,7,0.9881145326850351,3658,3702
STEAP3,1028129,A_23_P90601,34529,"STEAP family member 3, metalloreductase",55240.0,2,0.6950297136682874,2573,3702
STH,1028760,CUST_14322_PI416261804,89910,saitohin,246744.0,17,0.9578606158833063,3546,3702
STIM1,1051060,A_23_P53162,6746,stromal interaction molecule 1,6786.0,11,0.9670448406266883,3580,3702
STIM2,1040508,A_23_P81048,36893,stromal interaction molecule 2,57620.0,4,0.9670448406266883,3580,3702
STK10,1051051,A_24_P46417,6753,serine/threonine kinase 10,6793.0,5,0.9502971366828741,3518,3702
STK11,1051049,A_23_P16483,6754,serine/threonine kinase 11,6794.0,19,0.9994597514856834,3700,3702
STK11IP,1036245,A_23_P321320,77514,serine/threonine kinase 11 interacting protein,114790.0,2,0.9994597514856834,3700,3702
STK16,1014005,CUST_391_PI417507815,8510,serine/threonine kinase 16,8576.0,2,0.9662344678552134,3577,3702
STK17A,1048786,A_24_P337796,9135,serine/threonine kinase 17a,9263.0,7,0.9886547811993517,3660,3702
STK17B,1048787,A_23_P154367,9134,serine/threonine kinase 17b,9262.0,2,0.897622906537007,3323,3702
STK19,1012267,CUST_10596_PI416261804,8782,serine/threonine kinase 19,8859.0,6,0.9575904916261481,3545,3702
STK24,1030323,A_23_P60683,8369,serine/threonine kinase 24,8428.0,13,0.9983792544570502,3696,3702
STK25,1047333,A_23_P252653,10347,serine/threonine kinase 25,10494.0,2,0.9929767693138843,3676,3702
STK3,1021230,CUST_16784_PI416261804,31245,serine/threonine protein kinase MST4,51765.0,X,0.9014046461372232,3337,3702
STK31,1015741,A_23_P42784,35447,serine/threonine kinase 31,56164.0,7,0.6591031874662344,2440,3702
STK32C,1032642,A_24_P64329,93809,serine/threonine kinase 32C,282974.0,10,0.9794705564559697,3626,3702
STK33,1039525,CUST_10869_PI416261804,41818,serine/threonine kinase 33,65975.0,11,0.990815775256618,3668,3702
STK35,1034876,A_23_P342600,80214,serine/threonine kinase 35,140901.0,20,0.8222582387898433,3044,3702
STK36,1044613,A_23_P335905,26893,serine/threonine kinase 36,27148.0,2,0.9076175040518638,3360,3702
STK38,1046342,A_24_P63727,11164,serine/threonine kinase 38,11329.0,6,0.8319827120475418,3080,3702
STK38L,1046107,A_23_P64743,22767,serine/threonine kinase 38 like,23012.0,12,0.9321988114532685,3451,3702
STK39,1044446,A_23_P90762,27092,serine threonine kinase 39,27347.0,2,0.9991896272285251,3699,3702
STK4,1051055,A_24_P94054,6749,serine/threonine kinase 4,6789.0,20,0.9756888168557536,3612,3702
STK40,1037947,A_23_P74229,58148,serine/threonine kinase 40,83931.0,1,0.9994597514856834,3700,3702
STMN1,1028769,A_23_P200866,3900,stathmin 1,3925.0,1,1.0,3702,3702
STMN2,1046623,A_23_P146274,10917,stathmin-like 2,11075.0,8,0.9994597514856834,3700,3702
STMN3,1043923,A_23_P165927,30345,stathmin-like 3,50861.0,20,0.9997298757428417,3701,3702
STMN4,1038344,A_23_P31739,57253,stathmin-like 4,81551.0,8,0.998109130199892,3695,3702
STOM,1030336,A_24_P141214,2025,stomatin,2040.0,9,0.9910858995137763,3669,3702
STOML1,1048635,A_23_P54376,9263,stomatin (EPB72)-like 1,9399.0,15,0.9994597514856834,3700,3702
STOML2,1044032,A_24_P338145,29955,stomatin (EPB72)-like 2,30968.0,9,0.928957320367369,3439,3702
STON1,1046670,A_23_P302005,10879,stonin 1,11037.0,2,0.6720691518098325,2488,3702
STON2,1037051,A_23_P309837,59595,stonin 2,85439.0,14,0.9794705564559697,3626,3702
STOX1,1017183,A_23_P344481,85559,storkhead box 1,219736.0,10,0.9678552133981632,3583,3702
STOX2,1025036,A_24_P163237,36256,storkhead box 2,56977.0,4,0.9991896272285251,3699,3702
STRA13,1033465,A_24_P65507,83627,stimulated by retinoic acid 13 homolog (mouse),201254.0,17,0.9994597514856834,3700,3702
STRA6,1012614,CUST_14608_PI416261804,40853,stimulated by retinoic acid gene 6 homolog (mouse),64220.0,15,0.9972987574284171,3692,3702
STRADA,1027468,A_24_P147407,60168,STE20-related kinase adaptor alpha,92335.0,17,0.9873041599135602,3655,3702
STRADB,1041896,A_23_P90679,34726,STE20-related kinase adaptor beta,55437.0,2,0.9832522960561858,3640,3702
STRAP,1046519,A_23_P13852,11012,serine/threonine kinase receptor associated protein,11171.0,12,1.0,3702,3702
STRBP,1041950,A_23_P252155,34631,spermatid perinuclear RNA binding protein,55342.0,9,0.9991896272285251,3699,3702
STRC,1033995,CUST_12347_PI416261804,81514,stereocilin,161497.0,15,0.9386817936250675,3475,3702
STRN,1051046,A_32_P120863,6761,"striatin, calmodulin binding protein",6801.0,2,0.9932468935710427,3677,3702
STRN3,1013490,A_23_P65410,29699,"striatin, calmodulin binding protein 3",29966.0,14,0.9970286331712588,3691,3702
STRN4,1022918,A_23_P67399,29623,"striatin, calmodulin binding protein 4",29888.0,19,1.0,3702,3702
STS,1059054,A_24_P331560,409,"steroid sulfatase (microsomal), isozyme S",412.0,X,0.9548892490545651,3535,3702
STT3A,1054902,A_32_P27327,3678,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",3703.0,11,0.9986493787142086,3697,3702
STT3B,1033449,A_23_P434473,83650,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)",201595.0,3,0.9967585089141004,3690,3702
STUB1,1047608,A_23_P37870,10127,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",10273.0,16,0.9991896272285251,3699,3702
STX10,1067377,A_23_P28084,8608,syntaxin 10,8677.0,19,0.9994597514856834,3700,3702
STX12,1045444,A_23_P385206,23426,syntaxin 12,23673.0,1,0.9994597514856834,3700,3702
STX16,1049441,A_24_P936122,8606,syntaxin 16,8675.0,20,1.0,3702,3702
STX17,1042380,A_23_P169358,34303,syntaxin 17,55014.0,9,0.9989195029713668,3698,3702
STX18,1043067,A_24_P388622,32887,syntaxin 18,53407.0,4,0.9994597514856834,3700,3702
STX19,1031087,CUST_148_PI416379584,128955,syntaxin 19,415117.0,3,0.5502431118314425,2037,3702
STX1A,1020967,A_23_P82420,6764,syntaxin 1A (brain),6804.0,7,0.9978390059427337,3694,3702
STX1B,1036371,A_23_P152462,76608,syntaxin 1B,112755.0,16,0.9978390059427337,3694,3702
STX2,1057220,A_24_P364296,2039,syntaxin 2,2054.0,12,0.9994597514856834,3700,3702
STX3,1051043,A_23_P139143,6769,syntaxin 3,6809.0,11,0.7142085359265262,2644,3702
STX4,1051041,A_23_P256375,6770,syntaxin 4,6810.0,16,0.9994597514856834,3700,3702
STX5,1022806,A_23_P24755,6771,syntaxin 5,6811.0,11,0.9989195029713668,3698,3702
STX6,1047668,A_23_P97725,10082,syntaxin 6,10228.0,1,0.9994597514856834,3700,3702
STX7,1049727,CUST_14618_PI416261804,8358,syntaxin 7,8417.0,6,0.9978390059427337,3694,3702
STX8,1048532,A_23_P146908,9342,syntaxin 8,9482.0,17,1.0,3702,3702
STXBP1,1051038,A_24_P201171,6772,syntaxin binding protein 1,6812.0,9,1.0,3702,3702
STXBP3,1051037,CUST_11243_PI416261804,6774,syntaxin binding protein 3,6814.0,1,1.0,3702,3702
STXBP4,1032977,A_23_P375566,90080,syntaxin binding protein 4,252983.0,17,0.9943273905996759,3681,3702
STXBP5,1020522,CUST_615_PI416408490,79620,syntaxin binding protein 5 (tomosyn),134957.0,6,0.9994597514856834,3700,3702
STXBP5L,1020728,A_23_P418785,9374,syntaxin binding protein 5-like,9515.0,3,0.9994597514856834,3700,3702
STXBP6,1044315,A_24_P10214,28827,syntaxin binding protein 6 (amisyn),29091.0,14,0.995407887628309,3685,3702
STYK1,1041922,A_23_P13822,34648,serine/threonine/tyrosine kinase 1,55359.0,12,0.8211777417612102,3040,3702
STYX,1016865,A_32_P109794,6775,serine/threonine/tyrosine interacting protein,6815.0,14,0.9945975148568341,3682,3702
STYXL1,1043202,CUST_5757_PI416261804,31137,serine/threonine/tyrosine interacting-like 1,51657.0,7,0.965964343598055,3576,3702
SUB1,1046820,A_24_P320328,10765,SUB1 homolog (S. cerevisiae),10923.0,5,1.0,3702,3702
SUCLA2,1049290,A_24_P181275,8726,"succinate-CoA ligase, ADP-forming, beta subunit",8803.0,13,0.9991896272285251,3699,3702
SUCLG1,1049291,A_23_P79545,8725,"succinate-CoA ligase, alpha subunit",8802.0,2,0.9951377633711507,3684,3702
SUCLG2,1013782,CUST_15282_PI416261804,8724,"succinate-CoA ligase, GDP-forming, beta subunit",8801.0,3,0.9978390059427337,3694,3702
SUDS3,1039846,A_23_P334990,41024,suppressor of defective silencing 3 homolog (S. cerevisiae),64426.0,12,0.9986493787142086,3697,3702
SUFU,1043177,A_23_P425304,31164,suppressor of fused homolog (Drosophila),51684.0,10,0.7563479200432199,2800,3702
SUGT1,1012989,A_23_P162795,10752,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",10910.0,13,1.0,3702,3702
SUGT1L1,1016285,A_32_P101570,93987,suppressor of G2 allele of SKP1 (S. cerevisiae) pseudogene 3,283507.0,13,0.9189627228525121,3402,3702
SUGT1P1,1017429,A_24_P280706,134494,suppressor of G2 allele of SKP1 (S. cerevisiae) pseudogene 1,441394.0,9,0.9994597514856834,3700,3702
SULF1,1012710,A_23_P43164,22968,sulfatase 1,23213.0,8,0.9211237169097785,3410,3702
SULF2,1016974,A_23_P154605,35245,sulfatase 2,55959.0,20,0.9994597514856834,3700,3702
SULT1A1,1028909,A_23_P434212,6777,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",6817.0,16,0.9886547811993517,3660,3702
SULT1A2,1028790,A_23_P106773,6759,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2",6799.0,16,0.9991896272285251,3699,3702
SULT1A3,1065806,A_24_P914573,6778,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3",6818.0,16,0.5972447325769854,2211,3702
SULT1A4,1027968,A_24_P262201,135942,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4",445329.0,16,0.9991896272285251,3699,3702
SULT1C4,1044566,CUST_935_PI416261804,26978,"sulfotransferase family, cytosolic, 1C, member 4",27233.0,2,0.9808211777417613,3631,3702
SULT2B1,1027169,CUST_15493_PI416261804,6780,"sulfotransferase family, cytosolic, 2B, member 1",6820.0,19,0.7839005942733658,2902,3702
SULT4A1,1045302,A_23_P57576,25579,"sulfotransferase family 4A, member 1",25830.0,22,0.998109130199892,3695,3702
SUMF1,1032329,A_23_P69242,94553,sulfatase modifying factor 1,285362.0,3,0.9972987574284171,3692,3702
SUMF2,1045268,A_32_P193166,25619,sulfatase modifying factor 2,25870.0,7,0.9945975148568341,3682,3702
SUMO1,1023803,CUST_12539_PI416261804,7298,SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae),7341.0,2,0.9994597514856834,3700,3702
SUMO1P1,1021110,A_32_P223189,124192,SUMO1 pseudogene 1,391257.0,20,0.8946515397082658,3312,3702
SUMO2,1027692,A_32_P149536,6573,SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae),6613.0,17,0.9994597514856834,3700,3702
SUMO3,1051294,A_23_P102937,6572,SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae),6612.0,21,0.9929767693138843,3676,3702
SUOX,1023150,A_23_P150857,6781,sulfite oxidase,6821.0,12,0.8541329011345219,3162,3702
