gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
A_24_P821693,1067186,A_24_P821693,1009147,AGILENT probe A_24_P821693 (non-RefSeq),,,0.9035656401944895,3345,3702
A_24_P823011,1060185,A_24_P823011,1004457,AGILENT probe A_24_P823011 (non-RefSeq),,,0.671528903295516,2486,3702
A_24_P823381,1064006,A_24_P823381,1007006,AGILENT probe A_24_P823381 (non-RefSeq),,,0.6293895191788222,2330,3702
A_24_P8257,1062505,A_24_P8257,1006000,AGILENT probe A_24_P8257 (non-RefSeq),,,0.6861156131820637,2540,3702
A_24_P825969,1068393,A_24_P825969,1009892,AGILENT probe A_24_P825969 (non-RefSeq),,,0.9543490005402485,3533,3702
A_24_P826046,1061197,A_24_P826046,1005142,AGILENT probe A_24_P826046 (non-RefSeq),,,0.8803349540788763,3259,3702
A_24_P8267,1068060,A_24_P8267,1009645,AGILENT probe A_24_P8267 (non-RefSeq),,,0.8965424095083738,3319,3702
A_24_P826858,1060816,A_24_P826858,1004907,AGILENT probe A_24_P826858 (non-RefSeq),,,0.9986493787142086,3697,3702
A_24_P827738,1068483,A_24_P827738,1009960,AGILENT probe A_24_P827738 (non-RefSeq),,,0.9932468935710427,3677,3702
A_24_P827794,1060846,A_24_P827794,1004926,AGILENT probe A_24_P827794 (non-RefSeq),,,0.7352782279848731,2722,3702
A_24_P828054,1063022,A_24_P828054,1006360,AGILENT probe A_24_P828054 (non-RefSeq),,,1.0,3702,3702
A_24_P828125,1060907,A_24_P828125,1004972,AGILENT probe A_24_P828125 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P829107,1068053,A_24_P829107,1009638,AGILENT probe A_24_P829107 (non-RefSeq),,,0.5386277687736358,1994,3702
A_24_P829156,1059813,A_24_P829156,1004174,AGILENT probe A_24_P829156 (non-RefSeq),,,0.9864937871420854,3652,3702
A_24_P829183,1062971,A_32_P191120,1006324,AGILENT probe A_24_P829183 (non-RefSeq),,,0.9597514856834144,3553,3702
A_24_P8298,1063572,A_24_P8298,1006698,AGILENT probe A_24_P8298 (non-RefSeq),,,0.8638573743922204,3198,3702
A_24_P829934,1070205,A_24_P829934,1011265,AGILENT probe A_24_P829934 (non-RefSeq),,,0.6499189627228525,2406,3702
A_24_P830025,1066873,A_24_P830025,1008923,AGILENT probe A_24_P830025 (non-RefSeq),,,0.946515397082658,3504,3702
A_24_P830667,1063777,A_24_P830667,1006851,AGILENT probe A_24_P830667 (non-RefSeq),,,0.9989195029713668,3698,3702
A_24_P831034,1062079,A_32_P227043,1005703,AGILENT probe A_24_P831034 (non-RefSeq),,,0.8562938951917882,3170,3702
A_24_P832309,1061210,A_24_P832309,1005152,AGILENT probe A_24_P832309 (non-RefSeq),,,0.8338735818476499,3087,3702
A_24_P832737,1070793,A_24_P832737,1011781,AGILENT probe A_24_P832737 (non-RefSeq),,,0.8141545110750945,3014,3702
A_24_P833024,1059798,A_32_P232704,1004164,AGILENT probe A_24_P833024 (non-RefSeq),,,0.9454349000540249,3500,3702
A_24_P833191,1069620,A_24_P833191,1010886,AGILENT probe A_24_P833191 (non-RefSeq),,,0.550783360345759,2039,3702
A_24_P834110,1067536,A_24_P834110,1009363,AGILENT probe A_24_P834110 (non-RefSeq),,,0.9975688816855753,3693,3702
A_24_P835388,1069955,A_24_P835388,1011114,AGILENT probe A_24_P835388 (non-RefSeq),,,0.8430578065910319,3121,3702
A_24_P83544,1069211,A_24_P83544,1010540,AGILENT probe A_24_P83544 (non-RefSeq),,,0.9173419773095624,3396,3702
A_24_P835943,1070796,A_24_P835943,1011784,AGILENT probe A_24_P835943 (non-RefSeq),,,0.9983792544570502,3696,3702
A_24_P837085,1069573,A_32_P10424,1010844,AGILENT probe A_24_P837085 (non-RefSeq),,,1.0,3702,3702
A_24_P837234,1069384,A_24_P837234,1010688,AGILENT probe A_24_P837234 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P837537,1067311,A_24_P837537,1009227,AGILENT probe A_24_P837537 (non-RefSeq),,,0.7317666126418152,2709,3702
A_24_P83808,1068929,A_24_P83808,1010314,AGILENT probe A_24_P83808 (non-RefSeq),,,0.9983792544570502,3696,3702
A_24_P838797,1062945,A_32_P112677,1006309,AGILENT probe A_24_P838797 (non-RefSeq),,,0.9505672609400324,3519,3702
A_24_P839075,1063445,A_24_P839075,1006623,AGILENT probe A_24_P839075 (non-RefSeq),,,0.8892490545651,3292,3702
A_24_P8395,1066381,A_24_P8395,1008591,AGILENT probe A_24_P8395 (non-RefSeq),,,0.8703403565640194,3222,3702
A_24_P83968,1071170,A_24_P83968,1012158,AGILENT probe A_24_P83968 (non-RefSeq),,,0.9848730415991356,3646,3702
A_24_P840042,1062675,A_32_P88776,1006119,AGILENT probe A_24_P840042 (non-RefSeq),,,0.9762290653700703,3614,3702
A_24_P84048,1071171,A_24_P84048,1012159,AGILENT probe A_24_P84048 (non-RefSeq),,,0.998109130199892,3695,3702
A_24_P84112,1070799,A_24_P84112,1011787,AGILENT probe A_24_P84112 (non-RefSeq),,,0.9967585089141004,3690,3702
A_24_P84130,1061697,A_32_P105217,1005463,AGILENT probe A_24_P84130 (non-RefSeq),,,0.9349000540248514,3461,3702
A_24_P841622,1061516,A_24_P841622,1005334,AGILENT probe A_24_P841622 (non-RefSeq),,,0.9562398703403565,3540,3702
A_24_P841795,1065258,A_24_P841795,1007859,AGILENT probe A_24_P841795 (non-RefSeq),,,0.828471096704484,3067,3702
A_24_P84268,1069449,A_24_P84268,1010740,AGILENT probe A_24_P84268 (non-RefSeq),,,0.9462452728254998,3503,3702
A_24_P842872,1070800,A_24_P842872,1011788,AGILENT probe A_24_P842872 (non-RefSeq),,,0.9654240950837385,3574,3702
A_24_P842899,1068281,A_24_P842899,1009810,AGILENT probe A_24_P842899 (non-RefSeq),,,0.9338195569962182,3457,3702
A_24_P843552,1070801,A_24_P843552,1011789,AGILENT probe A_24_P843552 (non-RefSeq),,,0.750945434900054,2780,3702
A_24_P84370,1060139,A_32_P231143,1004422,AGILENT probe A_24_P84370 (non-RefSeq),,,0.9948676391139925,3683,3702
A_24_P843921,1066033,A_24_P843921,1008364,AGILENT probe A_24_P843921 (non-RefSeq),,,0.9792004321988115,3625,3702
A_24_P84408,1070802,A_24_P84408,1011790,AGILENT probe A_24_P84408 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P84428,1018585,A_24_P84428,1003310,AGILENT probe A_24_P84428 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P84482,1069804,A_24_P84482,1011013,AGILENT probe A_24_P84482 (non-RefSeq),,,0.8711507293354943,3225,3702
A_24_P844995,1063389,A_24_P844995,1006605,AGILENT probe A_24_P844995 (non-RefSeq),,,0.9970286331712588,3691,3702
A_24_P84508,1069493,A_24_P84508,1010777,AGILENT probe A_24_P84508 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P845223,1059565,A_24_P845223,1003993,AGILENT probe A_24_P845223 (non-RefSeq),,,0.8757428417071853,3242,3702
A_24_P84558,1071172,A_24_P84558,1012160,AGILENT probe A_24_P84558 (non-RefSeq),,,0.9394921663965424,3478,3702
A_24_P845631,1070803,A_24_P845631,1011791,AGILENT probe A_24_P845631 (non-RefSeq),,,0.8857374392220422,3279,3702
A_24_P845649,1060030,A_24_P845649,1004339,AGILENT probe A_24_P845649 (non-RefSeq),,,0.9986493787142086,3697,3702
A_24_P845881,1059583,A_24_P845881,1004009,AGILENT probe A_24_P845881 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P84608,1071173,A_24_P84608,1012161,AGILENT probe A_24_P84608 (non-RefSeq),,,0.9640734737979471,3569,3702
A_24_P846755,1064892,A_24_P846755,1007608,AGILENT probe A_24_P846755 (non-RefSeq),,,0.9840626688276607,3643,3702
A_24_P846810,1070804,A_24_P846810,1011792,AGILENT probe A_24_P846810 (non-RefSeq),,,0.651269584008644,2411,3702
A_24_P84698,1071174,A_24_P84698,1012162,AGILENT probe A_24_P84698 (non-RefSeq),,,0.884656942193409,3275,3702
A_24_P84711,1060203,A_32_P101799,1004469,AGILENT probe A_24_P84711 (non-RefSeq),,,0.910588870880605,3371,3702
A_24_P84719,1013230,A_24_P84719,1001541,AGILENT probe A_24_P84719 (non-RefSeq),,,0.9856834143706105,3649,3702
A_24_P84781,1065688,A_24_P84781,1008147,AGILENT probe A_24_P84781 (non-RefSeq),,,0.6188546731496488,2291,3702
A_24_P84808,1071175,A_24_P84808,1012163,AGILENT probe A_24_P84808 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P848126,1067002,A_24_P848126,1009015,AGILENT probe A_24_P848126 (non-RefSeq),,,0.5734737979470557,2123,3702
A_24_P848345,1066890,A_24_P848345,1008938,AGILENT probe A_24_P848345 (non-RefSeq),,,0.8419773095623987,3117,3702
A_24_P848352,1059909,A_24_P926115,1004244,AGILENT probe A_24_P848352 (non-RefSeq),,,0.7798487304159913,2887,3702
A_24_P848958,1066855,A_24_P940385,1008914,AGILENT probe A_24_P848958 (non-RefSeq),,,0.7196110210696921,2664,3702
A_24_P849245,1060990,A_24_P849245,1005032,AGILENT probe A_24_P849245 (non-RefSeq),,,0.9905456509994598,3667,3702
A_24_P849467,1063277,A_24_P849467,1006528,AGILENT probe A_24_P849467 (non-RefSeq),,,0.5321447866018368,1970,3702
A_24_P850172,1067612,A_24_P850172,1009402,AGILENT probe A_24_P850172 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P850187,1070806,A_24_P850187,1011794,AGILENT probe A_24_P850187 (non-RefSeq),,,0.5615883306320908,2079,3702
A_24_P850336,1061456,A_24_P850336,1005290,AGILENT probe A_24_P850336 (non-RefSeq),,,0.5359265262020529,1984,3702
A_24_P850428,1069548,A_24_P850428,1010825,AGILENT probe A_24_P850428 (non-RefSeq),,,0.9964883846569422,3689,3702
A_24_P851132,1070372,A_24_P851132,1011363,AGILENT probe A_24_P851132 (non-RefSeq),,,0.9905456509994598,3667,3702
A_24_P851232,1062050,A_24_P851232,1005682,AGILENT probe A_24_P851232 (non-RefSeq),,,0.6396542409508373,2368,3702
A_24_P851353,1068118,A_24_P851353,1009684,AGILENT probe A_24_P851353 (non-RefSeq),,,0.7117774176121016,2635,3702
A_24_P851522,1063169,A_32_P117391,1006461,AGILENT probe A_24_P851522 (non-RefSeq),,,0.8408968125337656,3113,3702
A_24_P852099,1070807,A_24_P852099,1011795,AGILENT probe A_24_P852099 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P85243,1062878,A_24_P85243,1006262,AGILENT probe A_24_P85243 (non-RefSeq),,,0.9124797406807131,3378,3702
A_24_P853004,1065478,A_24_P853004,1008005,AGILENT probe A_24_P853004 (non-RefSeq),,,0.9692058346839546,3588,3702
A_24_P853302,1068824,A_24_P853302,1010231,AGILENT probe A_24_P853302 (non-RefSeq),,,0.9721772015126958,3599,3702
A_24_P853410,1070811,A_24_P853410,1011799,AGILENT probe A_24_P853410 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P85418,1066795,A_24_P85418,1008874,AGILENT probe A_24_P85418 (non-RefSeq),,,0.8884386817936251,3289,3702
A_24_P854643,1068580,A_24_P854643,1010040,AGILENT probe A_24_P854643 (non-RefSeq),,,0.6612641815235009,2448,3702
A_24_P854758,1059867,A_24_P854758,1004217,AGILENT probe A_24_P854758 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P854896,1062626,A_24_P943802,1006083,AGILENT probe A_24_P854896 (non-RefSeq),,,0.8968125337655322,3320,3702
A_24_P854964,1066440,A_24_P854964,1008633,AGILENT probe A_24_P854964 (non-RefSeq),,,1.0,3702,3702
A_24_P85524,1061521,A_24_P85524,1005338,AGILENT probe A_24_P85524 (non-RefSeq),,,0.9232847109670448,3418,3702
A_24_P856176,1066458,A_24_P856176,1008646,AGILENT probe A_24_P856176 (non-RefSeq),,,0.6804430037817396,2519,3702
A_24_P856273,1070812,A_24_P856273,1011800,AGILENT probe A_24_P856273 (non-RefSeq),,,0.9916261480280929,3671,3702
A_24_P856722,1068258,A_24_P856722,1009792,AGILENT probe A_24_P856722 (non-RefSeq),,,0.9775796866558617,3619,3702
A_24_P857452,1069264,A_24_P857452,1010586,AGILENT probe A_24_P857452 (non-RefSeq),,,0.5705024311183144,2112,3702
A_24_P857669,1064990,A_24_P857669,1007672,AGILENT probe A_24_P857669 (non-RefSeq),,,0.6331712587790383,2344,3702
A_24_P858232,1069990,A_24_P858232,1011132,AGILENT probe A_24_P858232 (non-RefSeq),,,0.8792544570502431,3255,3702
A_24_P859032,1060007,A_32_P43911,1004317,AGILENT probe A_24_P859032 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P859124,1068445,A_24_P859124,1009930,AGILENT probe A_24_P859124 (non-RefSeq),,,0.9340896812533765,3458,3702
A_24_P859431,1060102,A_24_P859431,1004393,AGILENT probe A_24_P859431 (non-RefSeq),,,0.9824419232847109,3637,3702
A_24_P861442,1069534,A_24_P861442,1010813,AGILENT probe A_24_P861442 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P862251,1066441,A_24_P862251,1008634,AGILENT probe A_24_P862251 (non-RefSeq),,,0.949216639654241,3514,3702
A_24_P862524,1070814,A_24_P862524,1011802,AGILENT probe A_24_P862524 (non-RefSeq),,,1.0,3702,3702
A_24_P864142,1059711,A_24_P864142,1004099,AGILENT probe A_24_P864142 (non-RefSeq),,,0.7625607779578606,2823,3702
A_24_P867201,1061126,A_24_P867201,1005107,AGILENT probe A_24_P867201 (non-RefSeq),,,0.9867639113992437,3653,3702
A_24_P867702,1065602,A_24_P867702,1008087,AGILENT probe A_24_P867702 (non-RefSeq),,,0.5886007563479201,2179,3702
A_24_P868905,1068208,A_24_P868905,1009753,AGILENT probe A_24_P868905 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P869138,1071176,A_24_P869138,1012164,AGILENT probe A_24_P869138 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P870101,1067551,A_24_P870101,1009372,AGILENT probe A_24_P870101 (non-RefSeq),,,0.5653700702323069,2093,3702
A_24_P870463,1060699,A_24_P870463,1004822,AGILENT probe A_24_P870463 (non-RefSeq),,,0.733387358184765,2715,3702
A_24_P870921,1064730,A_24_P870921,1007498,AGILENT probe A_24_P870921 (non-RefSeq),,,0.5386277687736358,1994,3702
A_24_P871940,1060784,A_24_P871940,1004886,AGILENT probe A_24_P871940 (non-RefSeq),,,0.9940572663425176,3680,3702
A_24_P874007,1066156,A_24_P874007,1008450,AGILENT probe A_24_P874007 (non-RefSeq),,,0.864397622906537,3200,3702
A_24_P876734,1063660,A_24_P876734,1006765,AGILENT probe A_24_P876734 (non-RefSeq),,,0.8606158833063209,3186,3702
A_24_P876862,1068082,A_24_P876862,1009662,AGILENT probe A_24_P876862 (non-RefSeq),,,0.9927066450567261,3675,3702
A_24_P877350,1061439,A_24_P877350,1005276,AGILENT probe A_24_P877350 (non-RefSeq),,,0.6220961642355484,2303,3702
A_24_P878366,1060040,A_24_P878366,1004349,AGILENT probe A_24_P878366 (non-RefSeq),,,0.9927066450567261,3675,3702
A_24_P878388,1069423,A_24_P878388,1010718,AGILENT probe A_24_P878388 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P878419,1061931,A_24_P878419,1005599,AGILENT probe A_24_P878419 (non-RefSeq),,,0.8352242031334414,3092,3702
A_24_P878737,1066139,A_32_P8732,1008442,AGILENT probe A_24_P878737 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P879428,1070266,A_24_P879428,1011298,AGILENT probe A_24_P879428 (non-RefSeq),,,0.9983792544570502,3696,3702
A_24_P879722,1066233,A_32_P111394,1008497,AGILENT probe A_24_P879722 (non-RefSeq),,,0.7290653700702323,2699,3702
A_24_P879787,1066374,A_24_P879787,1008585,AGILENT probe A_24_P879787 (non-RefSeq),,,0.9910858995137763,3669,3702
A_24_P880000,1060657,A_24_P880000,1004789,AGILENT probe A_24_P880000 (non-RefSeq),,,0.8427876823338736,3120,3702
A_24_P881430,1069345,A_24_P881430,1010654,AGILENT probe A_24_P881430 (non-RefSeq),,,0.559967585089141,2073,3702
A_24_P881527,1013799,A_24_P881527,1001800,AGILENT probe A_24_P881527 (non-RefSeq),,,0.6828741220961643,2528,3702
A_24_P881608,1070817,A_24_P881608,1011805,AGILENT probe A_24_P881608 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P882309,1070138,A_24_P882309,1011216,AGILENT probe A_24_P882309 (non-RefSeq),,,0.5151269584008644,1907,3702
A_24_P882666,1068871,A_24_P882666,1010270,AGILENT probe A_24_P882666 (non-RefSeq),,,0.9929767693138843,3676,3702
A_24_P883109,1062846,A_24_P883109,1006235,AGILENT probe A_24_P883109 (non-RefSeq),,,0.9019448946515397,3339,3702
A_24_P883629,1062849,A_32_P112655,1006237,AGILENT probe A_24_P883629 (non-RefSeq),,,0.9357104267963263,3464,3702
A_24_P884915,1070818,A_24_P884915,1011806,AGILENT probe A_24_P884915 (non-RefSeq),,,0.9975688816855753,3693,3702
A_24_P88493,1061686,A_24_P88493,1005457,AGILENT probe A_24_P88493 (non-RefSeq),,,0.6053484602917342,2241,3702
A_24_P886096,1063698,A_24_P886096,1006795,AGILENT probe A_24_P886096 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P886336,1065163,A_24_P886336,1007798,AGILENT probe A_24_P886336 (non-RefSeq),,,0.9735278227984873,3604,3702
A_24_P887092,1062565,A_24_P887092,1006042,AGILENT probe A_24_P887092 (non-RefSeq),,,0.8206374932468936,3038,3702
A_24_P887695,1064382,A_32_P31757,1007256,AGILENT probe A_24_P887695 (non-RefSeq),,,0.8865478119935171,3282,3702
A_24_P888941,1063853,A_32_P229493,1006899,AGILENT probe A_24_P888941 (non-RefSeq),,,0.8433279308481901,3122,3702
A_24_P889103,1066869,A_24_P889103,1008920,AGILENT probe A_24_P889103 (non-RefSeq),,,0.9835224203133441,3641,3702
A_24_P889980,1068220,A_24_P889980,1009761,AGILENT probe A_24_P889980 (non-RefSeq),,,0.9527282549972987,3527,3702
A_24_P890536,1064259,A_24_P890536,1007173,AGILENT probe A_24_P890536 (non-RefSeq),,,0.7922744462452729,2933,3702
A_24_P891265,1069134,A_24_P891265,1010472,AGILENT probe A_24_P891265 (non-RefSeq),,,0.7396002160994057,2738,3702
A_24_P892402,1060913,A_24_P892402,1004976,AGILENT probe A_24_P892402 (non-RefSeq),,,0.9975688816855753,3693,3702
A_24_P892464,1065525,A_24_P935697,1008033,AGILENT probe A_24_P892464 (non-RefSeq),,,0.9902755267423015,3666,3702
A_24_P892790,1017544,A_24_P892790,1003027,AGILENT probe A_24_P892790 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P893130,1060577,A_24_P893130,1004736,AGILENT probe A_24_P893130 (non-RefSeq),,,0.9962182603997839,3688,3702
A_24_P893239,1070166,A_24_P893239,1011236,AGILENT probe A_24_P893239 (non-RefSeq),,,0.9989195029713668,3698,3702
A_24_P895836,1064374,A_24_P895836,1007251,AGILENT probe A_24_P895836 (non-RefSeq),,,0.9956780118854673,3686,3702
A_24_P896619,1069666,A_32_P221590,1010919,AGILENT probe A_24_P896619 (non-RefSeq),,,0.9989195029713668,3698,3702
A_24_P896765,1062262,A_24_P896765,1005830,AGILENT probe A_24_P896765 (non-RefSeq),,,0.9970286331712588,3691,3702
A_24_P900721,1070820,A_24_P900721,1011808,AGILENT probe A_24_P900721 (non-RefSeq),,,0.8538627768773636,3161,3702
A_24_P900730,1018647,A_24_P900730,1003328,AGILENT probe A_24_P900730 (non-RefSeq),,,0.8673689897352782,3211,3702
A_24_P901084,1068297,A_24_P901084,1009823,AGILENT probe A_24_P901084 (non-RefSeq),,,0.9959481361426256,3687,3702
A_24_P901135,1066189,A_32_P74932,1008473,AGILENT probe A_24_P901135 (non-RefSeq),,,0.9589411129119395,3550,3702
A_24_P902091,1061645,A_24_P902091,1005431,AGILENT probe A_24_P902091 (non-RefSeq),,,0.998109130199892,3695,3702
A_24_P902313,1059977,A_24_P902313,1004296,AGILENT probe A_24_P902313 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P903715,1068127,A_24_P903715,1009689,AGILENT probe A_24_P903715 (non-RefSeq),,,0.5551053484602917,2055,3702
A_24_P904845,1061067,A_24_P904845,1005083,AGILENT probe A_24_P904845 (non-RefSeq),,,0.9627228525121556,3564,3702
A_24_P910024,1071061,A_24_P910024,1012049,AGILENT probe A_24_P910024 (non-RefSeq),,,0.7803889789303079,2889,3702
A_24_P910050,1064145,A_24_P910050,1007101,AGILENT probe A_24_P910050 (non-RefSeq),,,0.9989195029713668,3698,3702
A_24_P910121,1067940,A_24_P910121,1009591,AGILENT probe A_24_P910121 (non-RefSeq),,,0.8619665045921123,3191,3702
A_24_P910169,1070825,A_24_P910169,1011813,AGILENT probe A_24_P910169 (non-RefSeq),,,0.9972987574284171,3692,3702
A_24_P910255,1064021,A_32_P198005,1007017,AGILENT probe A_24_P910255 (non-RefSeq),,,0.6707185305240411,2483,3702
A_24_P910372,1060398,A_24_P910372,1004613,AGILENT probe A_24_P910372 (non-RefSeq),,,0.826580226904376,3060,3702
A_24_P910566,1070833,A_24_P910566,1011821,AGILENT probe A_24_P910566 (non-RefSeq),,,0.6207455429497569,2298,3702
A_24_P910718,1066411,A_32_P6575,1008611,AGILENT probe A_24_P910718 (non-RefSeq),,,0.7396002160994057,2738,3702
A_24_P910833,1062512,A_24_P910833,1006004,AGILENT probe A_24_P910833 (non-RefSeq),,,0.9619124797406807,3561,3702
A_24_P910948,1060078,A_32_P34750,1004374,AGILENT probe A_24_P910948 (non-RefSeq),,,0.9394921663965424,3478,3702
A_24_P911112,1065819,A_24_P911112,1008209,AGILENT probe A_24_P911112 (non-RefSeq),,,0.7633711507293355,2826,3702
A_24_P911259,1061157,A_24_P911259,1005121,AGILENT probe A_24_P911259 (non-RefSeq),,,0.8733117233927606,3233,3702
A_24_P911378,1069684,A_32_P118896,1010932,AGILENT probe A_24_P911378 (non-RefSeq),,,0.9994597514856834,3700,3702
A_24_P911504,1061459,A_24_P925559,1005292,AGILENT probe A_24_P911504 (non-RefSeq),,,0.6345218800648298,2349,3702
A_24_P911536,1064912,A_32_P20240,1007624,AGILENT probe A_24_P911536 (non-RefSeq),,,0.9532685035116153,3529,3702
A_24_P911545,1060441,A_24_P911545,1004640,AGILENT probe A_24_P911545 (non-RefSeq),,,0.7504051863857374,2778,3702
A_24_P911553,1066346,A_32_P151244,1008567,AGILENT probe A_24_P911553 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P911718,1066263,A_32_P47538,1008518,AGILENT probe A_24_P911718 (non-RefSeq),,,0.9991896272285251,3699,3702
A_24_P911775,1066376,A_24_P940218,1008586,AGILENT probe A_24_P911775 (non-RefSeq),,,0.9832522960561858,3640,3702
A_24_P911872,1062471,A_24_P911872,1005972,AGILENT probe A_24_P911872 (non-RefSeq),,,0.8317125877903836,3079,3702
A_24_P912382,1059582,A_24_P912382,1004008,AGILENT probe A_24_P912382 (non-RefSeq),,,0.9900054024851431,3665,3702
A_24_P912439,1062000,A_23_P158096,1005652,AGILENT probe A_24_P912439 (non-RefSeq),,,0.9997298757428417,3701,3702
A_24_P912502,1064089,A_32_P218812,1007066,AGILENT probe A_24_P912502 (non-RefSeq),,,0.9978390059427337,3694,3702
A_24_P912606,1059750,A_24_P912606,1004130,AGILENT probe A_24_P912606 (non-RefSeq),,,0.5602377093462994,2074,3702
A_24_P912691,1068045,A_24_P912691,1009631,AGILENT probe A_24_P912691 (non-RefSeq),,,0.9095083738519719,3367,3702
A_24_P912730,1065091,A_24_P912730,1007746,AGILENT probe A_24_P912730 (non-RefSeq),,,0.9443544030253916,3496,3702
A_24_P912751,1063180,A_24_P912751,1006468,AGILENT probe A_24_P912751 (non-RefSeq),,,0.9956780118854673,3686,3702
A_24_P912856,1068942,A_24_P912856,1010326,AGILENT probe A_24_P912856 (non-RefSeq),,,0.9962182603997839,3688,3702
A_24_P912871,1070837,A_24_P912871,1011825,AGILENT probe A_24_P912871 (non-RefSeq),,,0.9867639113992437,3653,3702
A_24_P912985,1068433,A_24_P912985,1009922,AGILENT probe A_24_P912985 (non-RefSeq),,,0.9789303079416531,3624,3702
